LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-73.1881529,41.2190343,,,,,,,,,372f8e969c9f4796
-73.188331,41.2190444,,,,,,,,,94d4fda4d6c17f57
-73.1885349,41.2190901,,,,,,,,,a3077c4d54f64901
-73.1871387,41.2192101,,,,,,,,,e0e31f694b24085e
-73.1877795,41.2193465,,,,,,,,,9c92442f3f4ecfe4
-73.1824315,41.219416,,,,,,,,,af0d6eb7f0219b3e
-73.1880861,41.2193981,,,,,,,,,ae0d76c6090e5940
-73.1883002,41.2194193,,,,,,,,,83ff25e61e6e713a
-73.1866822,41.2194205,,,,,,,,,4d0a25bf618469f4
-73.1865008,41.2194529,,,,,,,,,62d7f4ce7d190174
-73.1877047,41.2194549,,,,,,,,,99c4c835930cdac2
-73.1861488,41.2194606,,,,,,,,,273deb99b4a55906
-73.1857802,41.2194693,,,,,,,,,ac3353657ca63371
-73.1869573,41.2194745,,,,,,,,,67a8043e1252ad78
-73.1863223,41.2194788,,,,,,,,,705629903a02881f
-73.1859374,41.2194714,,,,,,,,,b9b53b1ea6f47d45
-73.1848673,41.2194942,,,,,,,,,ef7de79363cf55b7
-73.1854116,41.2194799,,,,,,,,,67ee4b860c598743
-73.1852387,41.2194937,,,,,,,,,2ac90ef49d3cf558
-73.185581,41.2195054,,,,,,,,,d45c2162de21fe84
-73.1886348,41.2194797,,,,,,,,,c8e5eba134975cb4
-73.1850489,41.2194996,,,,,,,,,c1571dff767884ed
-73.1843453,41.2195154,,,,,,,,,53deef222753ffc2
-73.1846742,41.219508,,,,,,,,,595ca764649ceb24
-73.184152,41.2195191,,,,,,,,,2e01eb1e342cbe60
-73.1845027,41.2195437,,,,,,,,,be6ded0e5d6e992a
-73.1839779,41.2195795,,,,,,,,,8d611ce629738f37
-73.1837524,41.2195752,,,,,,,,,88fc1f38286883ef
-73.1834819,41.2195863,,,,,,,,,6ab261f3d436a522
-73.1832474,41.2195803,,,,,,,,,942b53ebb594459b
-73.1824568,41.2195899,,,,,,,,,75590c98700efe2f
-73.1877385,41.2195951,,,,,,,,,255883b45cd530ba
